Name,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,SOS,ALLSTAR,YEAR,PK,POS
Greg Monroe,65.0,65.0,32.6,5.3,9.8,0.5429999999999999,5.2,9.3,0.5579999999999999,0.1,0.5,0.273,3.7,5.5,0.677,2.1,6.1,8.2,3.2,1.5,1.5,2.9,2.5,14.5,9.26,No,2010,7,Center
Jarron Collins,129.0,34.0,24.5,2.9,5.5,0.52,2.8,5.4,0.527,0.0,0.1,0.25,2.6,3.9,0.669,2.0,4.7,5.5,1.1,0.6,0.4,1.3,1.8,8.4,8.87,No,2001,53,Forward
Jordan Adams,69.0,63.0,30.2,5.4,11.6,0.467,4.0,7.3,0.5479999999999999,1.4,4.3,0.331,4.2,5.0,0.8390000000000001,1.3,3.3,4.6,2.1,2.4,0.2,1.4,2.1,16.4,7.72,No,2014,22,Guard
Reggie Jackson,99.0,52.0,28.0,4.6,9.9,0.465,3.4,6.4,0.527,1.2,3.5,0.35100000000000003,2.3,3.0,0.753,1.4,3.0,4.4,3.5,0.8,0.5,2.1,1.7,12.7,7.25,No,2011,24,Guard
Tony Snell,104.0,76.0,24.8,3.0,7.1,0.42100000000000004,1.4,2.9,0.48,1.6,4.2,0.38,1.6,1.9,0.821,0.4,2.0,2.4,2.0,0.5,0.3,1.5,1.2,9.2,4.95,No,2013,20,Guard
Montrezl Harrell,112.0,75.0,26.4,4.8,8.1,0.586,4.7,7.8,0.6,0.1,0.4,0.275,1.9,3.6,0.5329999999999999,2.6,4.3,6.9,0.9,0.8,1.1,1.3,1.9,11.6,7.64,No,2015,32,Forward
Spencer Hawes,31.0,24.0,28.9,6.2,11.7,0.532,6.2,11.6,0.5329999999999999,0.0,0.1,0.33299999999999996,2.4,3.2,0.755,2.0,4.4,6.4,1.9,0.5,1.7,2.5,2.3,14.9,6.5,No,2007,10,Center
Luke Babbitt,68.0,68.0,34.9,6.5,13.6,0.48,5.4,11.0,0.494,1.1,2.6,0.42100000000000004,5.2,5.8,0.893,2.0,6.2,8.1,1.8,0.9,0.8,2.1,2.2,19.4,1.98,No,2010,16,Forward
Russell Westbrook,75.0,35.0,21.9,3.1,6.6,0.46399999999999997,2.6,5.3,0.491,0.5,1.3,0.354,1.7,2.4,0.685,0.9,1.5,2.4,2.5,1.0,0.1,1.6,1.7,8.3,8.77,Yes,2008,4,Guard
Robbie Hummel,127.0,120.0,30.2,4.6,10.4,0.44299999999999995,2.9,6.0,0.483,1.7,4.4,0.389,3.1,3.7,0.841,1.9,4.9,6.8,2.1,1.0,0.9,1.1,2.4,14.0,7.48,No,2012,58,Forward
Kris Dunn,95.0,83.0,31.5,4.5,9.9,0.45,3.7,7.8,0.47600000000000003,0.8,2.2,0.354,3.1,4.5,0.693,1.1,4.0,5.1,5.8,2.2,0.4,3.3,2.9,12.8,8.09,No,2016,5,Guard
E'Twaun Moore,140.0,135.0,32.3,5.6,12.7,0.44,3.8,8.1,0.473,1.7,4.6,0.38,2.4,3.3,0.7290000000000001,1.1,3.3,4.4,2.9,1.2,0.4,2.1,2.3,15.3,7.64,No,2011,55,Guard
Melvin Ely,124.0,61.0,32.5,6.4,11.0,0.5770000000000001,6.4,11.0,0.578,0.0,0.0,0.33299999999999996,3.0,4.6,0.648,2.9,5.3,7.5,1.1,0.8,2.9,2.4,2.3,15.7,4.4,No,2002,12,Center
Richard Jefferson,84.0,34.0,26.3,4.0,8.1,0.49,3.3,6.2,0.528,0.7,1.9,0.368,2.5,3.5,0.718,1.7,3.8,5.0,2.8,0.6,0.8,2.7,2.6,11.2,10.19,No,2001,13,Forward
Juan Dixon,141.0,72.0,28.4,5.7,12.1,0.46799999999999997,4.0,7.8,0.513,1.7,4.4,0.389,3.0,3.6,0.85,1.3,3.1,4.2,2.6,2.4,0.2,2.5,2.0,16.1,9.73,No,2002,17,Guard
Trevor Booker,134.0,134.0,28.4,5.1,9.2,0.5589999999999999,5.0,8.6,0.574,0.2,0.5,0.324,2.4,3.9,0.624,3.0,4.9,7.9,1.7,1.1,1.9,1.9,2.3,12.9,7.85,No,2010,23,Forward
Lonzo Ball,36.0,36.0,35.1,5.3,9.5,0.551,3.0,4.1,0.732,2.2,5.4,0.41200000000000003,1.8,2.7,0.6729999999999999,0.9,5.1,6.0,7.6,1.8,0.8,2.5,1.8,14.6,6.39,No,2017,2,Guard
Dillon Brooks,109.0,98.0,28.9,5.4,11.4,0.47200000000000003,4.2,8.0,0.518,1.2,3.4,0.36200000000000004,2.8,3.5,0.794,1.6,2.9,4.5,2.6,0.9,0.5,2.1,2.9,14.8,8.23,No,2017,45,Forward
Kevin Love,39.0,38.0,29.6,5.8,10.4,0.5589999999999999,5.1,8.3,0.611,0.7,2.1,0.354,5.1,6.6,0.767,3.6,7.0,10.6,1.9,0.7,1.4,2.0,1.9,17.5,7.71,Yes,2008,5,Forward
Chris McCullough,16.0,16.0,28.1,3.4,7.1,0.478,3.3,7.0,0.473,0.1,0.1,1.0,2.5,4.4,0.563,2.3,4.6,6.9,1.1,1.7,2.1,2.2,2.6,9.3,7.68,No,2015,29,Forward
Jamaal Franklin,85.0,54.0,25.9,4.3,10.0,0.426,3.1,6.2,0.504,1.2,3.8,0.302,4.0,5.1,0.78,1.5,5.5,7.0,1.9,1.0,0.6,2.6,2.1,13.7,5.45,No,2013,41,Guard
Renaldo Balkman,104.0,40.0,21.1,3.0,5.5,0.5529999999999999,2.9,5.0,0.581,0.2,0.5,0.29100000000000004,1.2,2.2,0.5329999999999999,2.1,3.2,5.3,1.7,1.2,1.1,1.7,2.1,7.4,7.11,No,2006,20,Forward
K.J. McDaniels,94.0,61.0,24.3,3.9,8.6,0.45,3.0,5.8,0.516,0.9,2.8,0.313,2.4,3.2,0.767,1.8,3.0,4.8,0.9,0.9,1.9,1.5,1.8,11.0,4.6,No,2014,32,Guard
Hakim Warrick,135.0,119.0,31.0,5.7,10.6,0.536,5.6,10.3,0.544,0.1,0.3,0.25,3.9,5.9,0.659,2.9,4.7,7.6,1.5,1.0,0.9,2.3,2.4,15.4,7.34,No,2005,19,Forward
JaVale McGee,66.0,31.0,18.7,3.5,6.5,0.542,3.3,5.9,0.563,0.2,0.7,0.35600000000000004,1.4,2.7,0.514,1.7,3.0,4.8,0.3,0.5,1.8,1.6,2.0,8.7,0.49,No,2008,18,Center
Nik Stauskas,75.0,69.0,32.9,4.3,9.2,0.467,2.0,4.0,0.5,2.3,5.2,0.441,3.2,3.9,0.8320000000000001,0.5,2.5,2.9,2.3,0.6,0.3,1.5,1.0,14.1,9.85,No,2014,8,Guard
Jonathan Isaac,32.0,32.0,26.2,4.1,8.0,0.508,3.1,5.2,0.593,1.0,2.8,0.348,2.9,3.7,0.78,1.8,6.1,7.8,1.2,1.2,1.5,1.5,2.2,12.0,8.87,No,2017,6,Forward
Justin Hamilton,113.0,73.0,31.2,2.6,5.4,0.489,2.0,3.3,0.589,0.7,2.1,0.331,0.9,1.2,0.7390000000000001,0.8,2.3,2.6,2.7,1.5,0.3,1.5,1.4,6.9,8.03,No,2012,45,Center
Wilson Chandler,59.0,52.0,31.1,5.1,11.4,0.445,4.3,8.8,0.48700000000000004,0.8,2.6,0.303,2.0,3.0,0.659,1.9,5.2,7.1,1.2,0.7,1.5,1.8,2.9,12.9,8.64,No,2007,23,Forward
Marcus Williams,70.0,51.0,27.9,2.9,7.2,0.402,2.1,5.2,0.413,0.8,2.1,0.375,2.4,3.0,0.7909999999999999,0.7,2.6,3.2,7.3,1.0,0.2,3.2,1.7,9.0,7.32,No,2006,22,Guard
Brandon Rush,109.0,101.0,31.3,4.9,10.9,0.449,3.0,6.6,0.45799999999999996,1.9,4.3,0.435,1.8,2.5,0.733,1.5,4.0,5.5,2.0,0.7,0.8,2.1,1.5,13.6,7.56,No,2008,13,Guard
Damian Lillard,104.0,98.0,32.3,5.6,12.6,0.446,3.3,6.5,0.49700000000000005,2.4,6.1,0.39,5.0,5.8,0.867,0.4,3.9,4.3,3.5,1.2,0.2,2.4,2.1,18.6,-2.21,Yes,2012,6,Guard
Shannon Brown,97.0,89.0,28.0,4.3,9.4,0.457,3.2,6.3,0.503,1.1,3.1,0.364,2.5,3.0,0.831,1.0,2.4,3.4,1.9,1.3,0.1,2.0,1.9,12.2,7.69,No,2006,25,Guard
Nate Robinson,89.0,66.0,28.2,5.0,11.0,0.457,3.6,6.9,0.523,1.4,4.1,0.348,3.0,3.7,0.7929999999999999,1.6,2.3,3.9,3.2,1.6,0.1,2.0,2.6,14.4,7.12,No,2005,21,Guard
Jaylen Brown,34.0,34.0,27.6,4.8,11.1,0.431,3.9,8.1,0.48200000000000004,0.9,3.0,0.294,4.2,6.4,0.654,1.1,4.3,5.4,2.0,0.8,0.6,3.1,3.2,14.6,7.87,No,2016,3,Forward
Devin Booker,128.0,94.0,24.1,3.5,7.0,0.496,3.3,6.4,0.518,0.2,0.6,0.275,1.9,2.9,0.6579999999999999,2.1,3.6,5.7,0.8,0.6,0.6,1.6,2.3,9.0,5.58,No,2015,13,Guard
Dajuan Wagner,36.0,35.0,31.8,7.4,18.0,0.41,5.5,12.2,0.45299999999999996,1.8,5.8,0.317,4.6,6.4,0.722,0.5,2.0,2.5,3.6,1.2,0.6,2.9,2.8,21.2,4.72,No,2002,6,Guard
Damion James,142.0,140.0,29.3,5.0,10.4,0.479,4.2,8.4,0.506,0.7,2.0,0.364,2.8,4.4,0.64,2.9,6.3,9.3,1.1,1.0,1.1,1.8,2.8,13.5,7.54,No,2010,24,Guard
Rodney Stuckey,59.0,59.0,33.1,8.1,17.1,0.47200000000000003,6.4,11.9,0.54,1.7,5.2,0.317,6.5,8.1,0.8059999999999999,1.1,3.6,4.7,4.8,2.3,0.3,3.5,2.4,24.4,-1.48,No,2007,15,Guard
Brandon Roy,103.0,71.0,27.5,5.2,10.1,0.512,4.7,8.6,0.541,0.5,1.5,0.344,3.5,4.5,0.765,1.8,3.2,5.0,3.0,1.0,0.5,2.1,2.1,14.3,6.83,Yes,2006,6,Guard
Kyle Lowry,57.0,34.0,26.7,3.2,7.1,0.449,2.9,6.4,0.46299999999999997,0.2,0.7,0.325,2.9,4.0,0.737,1.4,2.4,3.8,3.0,1.9,0.2,1.9,2.6,9.5,8.83,Yes,2006,24,Guard
Joakim Noah,108.0,78.0,21.1,3.8,6.2,0.616,3.8,6.2,0.617,0.0,0.0,0.5,2.9,4.2,0.684,2.0,4.4,6.4,1.7,0.9,1.7,1.8,2.0,10.5,6.65,Yes,2007,9,Center
Jay Williams,108.0,74.0,33.1,6.6,14.6,0.45299999999999996,3.7,7.2,0.514,2.9,7.4,0.39299999999999996,3.1,4.7,0.6709999999999999,0.8,2.6,3.7,6.0,2.2,0.1,3.9,2.3,19.3,10.0,No,2002,2,Guard
Kentavious Caldwell-Pope,64.0,60.0,33.0,5.3,12.7,0.415,3.0,5.9,0.504,2.3,6.9,0.33899999999999997,2.9,3.9,0.752,1.3,4.8,6.1,1.5,1.9,0.4,1.6,2.2,15.8,7.02,No,2013,8,Guard
Jared Dudley,130.0,130.0,36.4,5.3,10.5,0.504,4.4,8.0,0.5479999999999999,0.9,2.5,0.365,4.4,6.0,0.731,2.9,4.3,7.2,3.0,1.4,0.3,2.1,1.9,15.9,7.22,No,2007,22,Forward
Omar Cook,29.0,29.0,38.2,4.9,13.5,0.36,2.5,5.9,0.424,2.3,7.6,0.309,3.3,4.4,0.742,0.6,2.4,3.0,8.7,2.3,0.2,5.1,2.8,15.3,8.27,No,2001,32,Guard
Mario Chalmers,110.0,96.0,28.5,4.0,8.3,0.486,2.4,4.4,0.545,1.6,3.9,0.419,2.5,3.2,0.767,0.3,2.5,2.8,3.8,2.6,0.4,2.4,2.4,12.2,7.56,No,2008,34,Guard
Jeremy Lamb,75.0,74.0,32.1,5.3,11.0,0.48200000000000004,3.8,6.6,0.573,1.6,4.5,0.348,1.9,2.4,0.8059999999999999,1.1,3.6,4.7,1.7,1.0,0.6,1.6,1.6,14.1,9.25,No,2012,12,Guard
Jabari Parker,35.0,35.0,30.7,6.7,14.3,0.473,5.7,11.2,0.504,1.1,3.0,0.358,4.6,6.1,0.748,3.0,5.7,8.7,1.2,1.1,1.2,2.3,2.4,19.1,8.48,No,2014,2,Forward
Meyers Leonard,65.0,30.0,19.8,3.0,5.4,0.5670000000000001,3.0,5.2,0.585,0.0,0.2,0.083,1.6,2.2,0.7290000000000001,1.3,3.4,4.7,0.7,0.3,1.1,1.4,2.2,7.7,9.55,No,2012,11,Center
Quincy Acy,139.0,66.0,25.1,3.6,6.0,0.602,3.6,6.0,0.604,0.0,0.1,0.429,2.5,3.6,0.708,2.2,3.8,6.0,0.6,0.7,1.3,1.5,2.6,9.8,7.2,No,2012,37,Forward
Russ Smith,133.0,80.0,24.3,4.7,11.3,0.413,3.3,7.4,0.449,1.4,3.9,0.345,3.7,4.8,0.76,0.7,2.0,2.7,2.8,1.9,0.1,2.4,2.4,14.3,7.79,No,2014,47,Guard
Kirk Snyder,84.0,74.0,30.8,5.7,13.3,0.426,4.4,9.3,0.47700000000000004,1.3,4.1,0.31,4.1,6.0,0.677,2.3,4.1,6.4,2.7,0.9,0.8,3.1,2.4,16.7,3.25,No,2004,16,Guard
Antoine Wright,87.0,83.0,32.1,5.4,13.0,0.41200000000000003,3.3,7.5,0.439,2.1,5.5,0.376,2.6,4.0,0.648,1.4,4.2,5.6,2.1,1.1,0.6,2.3,2.6,15.4,5.15,No,2005,15,Guard
T.J. Warren,70.0,49.0,31.2,7.5,13.6,0.555,6.9,11.5,0.598,0.6,2.0,0.315,2.8,4.3,0.654,2.7,3.0,5.7,1.0,1.5,0.5,1.7,2.5,18.5,7.31,No,2014,14,Forward
Skal Labissiere,36.0,18.0,15.8,2.7,5.3,0.516,2.7,5.2,0.521,0.0,0.1,0.0,1.1,1.7,0.6609999999999999,1.0,2.2,3.1,0.3,0.3,1.6,0.9,3.0,6.6,8.84,No,2016,28,Forward
Justin Patton,35.0,34.0,25.3,5.7,8.5,0.6759999999999999,5.5,8.0,0.6829999999999999,0.2,0.4,0.5329999999999999,1.3,2.5,0.517,1.7,4.5,6.2,1.2,0.9,1.4,1.7,2.7,12.9,8.95,No,2017,16,Center
Hamidou Diallo,37.0,37.0,24.8,3.6,8.5,0.428,2.9,6.4,0.45799999999999996,0.7,2.1,0.33799999999999997,2.1,3.4,0.616,0.9,2.8,3.6,1.2,0.8,0.4,1.4,2.6,10.0,10.73,No,2018,45,Guard
Josh Howard,127.0,85.0,27.8,5.1,10.5,0.483,4.2,8.1,0.522,0.9,2.4,0.353,2.9,4.0,0.708,2.9,4.5,6.6,1.9,1.7,1.1,2.2,2.9,13.9,9.17,Yes,2003,29,Forward
Cory Joseph,36.0,36.0,32.4,3.8,8.9,0.42200000000000004,2.3,5.4,0.429,1.4,3.5,0.413,1.4,2.0,0.6990000000000001,0.6,2.9,3.6,3.0,1.0,0.3,1.5,1.8,10.4,7.96,No,2011,29,Guard
Marcus Paige,141.0,139.0,32.4,4.3,10.5,0.40700000000000003,2.1,4.8,0.446,2.1,5.7,0.374,2.5,3.0,0.848,0.4,2.4,2.8,4.3,1.4,0.2,1.9,1.7,13.3,9.72,No,2016,55,Guard
Sindarius Thornwell,132.0,132.0,31.8,4.5,11.5,0.392,3.2,7.5,0.42,1.4,4.0,0.33899999999999997,4.3,5.6,0.7709999999999999,1.6,3.6,5.2,3.0,1.5,0.6,2.5,2.4,14.7,7.8,No,2017,48,Guard
Marquese Chriss,34.0,34.0,24.9,5.3,9.9,0.53,4.6,8.2,0.568,0.6,1.8,0.35,2.6,3.8,0.682,2.5,2.9,5.4,0.8,0.9,1.6,2.0,4.1,13.7,8.12,No,2016,8,Forward
Royal Ivey,133.0,126.0,24.7,2.8,6.1,0.455,2.4,4.9,0.483,0.4,1.2,0.33799999999999997,1.9,2.6,0.7090000000000001,1.1,1.9,3.1,2.3,0.9,0.2,1.5,2.7,7.8,9.13,No,2004,37,Guard
Ryan Gomes,116.0,115.0,35.1,6.8,13.0,0.519,6.1,11.0,0.5489999999999999,0.7,2.0,0.35200000000000004,4.2,5.3,0.789,3.3,5.5,8.9,2.3,1.6,0.4,2.3,2.1,18.4,7.36,No,2005,50,Forward
Norman Powell,141.0,83.0,25.2,3.6,7.7,0.461,2.8,5.2,0.5329999999999999,0.8,2.5,0.314,1.8,2.5,0.746,0.4,2.6,3.0,1.5,1.1,0.4,1.3,2.0,9.8,7.25,No,2015,46,Guard
Sam Young,143.0,78.0,25.5,5.0,10.1,0.498,4.2,7.8,0.539,0.8,2.3,0.35600000000000004,2.4,3.4,0.6920000000000001,1.8,3.2,5.0,1.0,0.8,0.8,1.9,1.7,13.2,8.0,No,2009,36,Forward
Craig Smith,130.0,127.0,34.0,7.1,12.7,0.5579999999999999,7.0,12.2,0.5720000000000001,0.1,0.5,0.239,3.8,5.9,0.643,3.0,5.6,8.6,1.9,1.3,0.8,2.3,2.9,18.1,6.73,No,2006,36,Forward
Paul George,63.0,63.0,33.9,5.1,11.4,0.447,3.1,6.5,0.485,1.9,4.9,0.396,3.4,4.2,0.8029999999999999,1.9,4.8,6.7,2.4,2.0,0.9,2.7,2.8,15.5,1.13,Yes,2010,10,Forward
Derrick White,34.0,32.0,32.8,6.0,11.9,0.507,4.4,7.6,0.569,1.7,4.2,0.396,4.4,5.4,0.813,1.0,3.1,4.1,4.4,1.2,1.4,2.4,2.1,18.1,6.0,No,2017,29,Guard
Luke Ridnour,96.0,96.0,33.6,4.5,10.5,0.429,2.4,5.0,0.47200000000000003,2.1,5.4,0.389,3.5,4.1,0.8590000000000001,0.4,2.5,3.0,5.2,1.6,0.1,3.2,2.1,14.6,6.98,No,2003,14,Guard
Harrison Barnes,75.0,73.0,29.3,5.8,13.6,0.43,4.3,9.1,0.469,1.5,4.4,0.349,3.1,4.3,0.7340000000000001,2.0,3.5,5.5,1.3,0.9,0.4,1.9,1.9,16.3,8.61,No,2012,7,Forward
Jarell Martin,65.0,57.0,30.7,5.0,10.1,0.494,4.3,8.0,0.541,0.6,2.0,0.308,3.1,4.5,0.6890000000000001,2.4,4.6,6.9,1.4,1.0,0.7,2.2,2.6,13.7,6.12,No,2015,25,Forward
De'Aaron Fox,36.0,34.0,29.6,5.9,12.4,0.479,5.5,10.5,0.521,0.5,1.9,0.24600000000000002,4.3,5.9,0.736,0.6,3.4,4.0,4.6,1.5,0.2,2.4,2.5,16.7,10.49,No,2017,5,Guard
Otto Porter,64.0,38.0,32.5,4.6,9.2,0.498,3.7,6.8,0.55,0.9,2.4,0.355,2.8,3.8,0.7509999999999999,1.9,5.3,7.1,2.1,1.5,0.9,1.3,2.0,12.8,7.64,No,2013,3,Forward
Dwayne Bacon,69.0,67.0,28.8,6.1,13.5,0.449,4.8,9.3,0.51,1.3,4.1,0.312,3.1,4.2,0.733,1.2,3.8,5.0,1.6,1.0,0.1,2.1,1.9,16.5,8.52,No,2017,40,Guard
Mardy Collins,125.0,124.0,37.5,5.7,14.4,0.39899999999999997,4.3,9.4,0.457,1.5,5.0,0.292,2.4,3.9,0.624,1.2,3.3,4.6,3.2,2.3,0.2,2.0,2.3,15.4,5.33,No,2006,29,Guard
Ike Diogu,91.0,91.0,35.1,6.8,11.9,0.5710000000000001,6.3,10.7,0.591,0.5,1.2,0.387,7.4,9.4,0.7859999999999999,3.4,5.5,8.8,1.2,0.4,1.7,3.4,2.8,21.4,6.66,No,2005,9,Forward
Matt Bonner,131.0,81.0,25.0,4.4,8.8,0.503,3.2,5.6,0.564,1.3,3.2,0.395,1.9,2.5,0.74,2.3,4.7,5.9,1.2,0.7,0.5,1.6,1.5,12.0,8.03,No,2003,45,Forward
D.J. Strawberry,111.0,72.0,26.9,3.6,7.8,0.461,3.0,5.9,0.503,0.6,1.9,0.33,2.3,3.7,0.64,1.0,2.3,3.3,2.9,1.8,0.4,2.2,2.4,10.1,8.47,No,2007,59,Guard
Sean May,77.0,75.0,27.8,5.7,11.2,0.513,5.7,11.1,0.519,0.0,0.1,0.0,4.3,6.0,0.7170000000000001,3.5,6.5,10.0,1.5,1.3,1.2,2.4,2.4,15.8,11.0,No,2005,13,Forward
Taylor Griffin,129.0,78.0,22.3,2.3,4.9,0.46799999999999997,2.2,4.5,0.493,0.1,0.5,0.22,1.9,2.6,0.721,1.7,3.0,4.8,1.0,0.9,0.8,1.4,2.5,6.6,7.19,No,2009,48,Forward
Marvin Williams,36.0,0.0,22.2,3.5,6.9,0.506,2.9,5.6,0.522,0.5,1.2,0.43200000000000005,3.8,4.5,0.847,1.8,4.8,6.6,0.7,1.1,0.5,1.6,2.6,11.3,10.66,No,2005,2,Forward
Carl Landry,64.0,63.0,29.9,6.3,10.5,0.602,6.1,9.8,0.628,0.2,0.7,0.233,5.6,7.9,0.7140000000000001,3.0,4.0,7.1,1.2,1.0,0.8,2.9,3.0,18.4,8.86,No,2007,31,Forward
Jason Richardson,70.0,32.0,21.7,3.7,7.4,0.503,2.9,5.3,0.551,0.8,2.1,0.38299999999999995,1.4,2.1,0.649,1.8,4.1,5.0,1.4,0.8,0.5,1.1,1.9,9.6,9.73,No,2001,5,Guard
Mike Muscala,133.0,118.0,28.7,5.4,10.8,0.501,5.3,10.3,0.51,0.2,0.5,0.313,4.3,5.2,0.8190000000000001,2.3,6.0,8.2,1.6,0.4,2.0,1.6,2.3,15.3,-3.94,No,2013,44,Forward
Lonny Baxter,138.0,70.0,24.4,5.2,9.3,0.5529999999999999,5.1,9.3,0.5529999999999999,0.0,0.0,0.6,3.1,5.2,0.6,2.5,5.5,7.2,0.7,0.9,1.6,1.6,3.0,13.5,9.73,No,2002,44,Forward
Andrew Harrison,79.0,78.0,28.6,2.8,7.6,0.37200000000000005,1.9,5.2,0.374,0.9,2.4,0.36700000000000005,3.6,4.6,0.777,0.6,2.1,2.7,3.8,0.8,0.2,2.2,2.4,10.1,9.28,No,2015,44,Guard
Buddy Hield,132.0,118.0,31.7,5.9,13.2,0.44799999999999995,3.3,6.5,0.508,2.6,6.8,0.39,2.8,3.4,0.836,1.6,3.4,5.0,1.9,1.3,0.3,2.2,2.0,17.4,9.28,No,2016,6,Guard
Chris Douglas-Roberts,109.0,100.0,26.1,5.1,9.4,0.54,4.4,7.6,0.579,0.7,1.8,0.37200000000000005,3.3,4.6,0.725,1.2,2.4,3.7,1.7,1.0,0.4,2.0,1.9,14.2,4.64,No,2008,40,Guard
Myles Turner,34.0,7.0,22.2,3.4,7.6,0.455,2.9,5.7,0.513,0.5,1.8,0.27399999999999997,2.8,3.3,0.8390000000000001,1.3,5.2,6.5,0.6,0.3,2.6,1.4,2.4,10.1,9.07,No,2015,11,Center
Jeryl Sasser,117.0,28.0,35.0,5.8,14.6,0.39399999999999996,4.6,10.6,0.43799999999999994,1.1,4.1,0.28,4.4,6.2,0.71,3.5,4.9,8.3,3.2,1.7,0.6,2.7,1.3,17.0,2.13,No,2001,22,Guard
Lance Stephenson,34.0,32.0,28.2,4.8,10.8,0.44,4.3,8.7,0.495,0.5,2.1,0.21899999999999997,2.3,3.5,0.664,1.9,3.5,5.4,2.5,0.9,0.2,2.4,1.9,12.3,8.45,No,2010,40,Guard
Earl Clark,104.0,63.0,26.7,4.0,8.6,0.467,3.5,6.8,0.512,0.5,1.8,0.298,2.0,3.2,0.64,2.1,4.9,7.0,1.7,0.9,1.2,2.1,1.7,10.6,8.03,No,2009,14,Forward
Tyler Zeller,117.0,75.0,23.0,4.7,8.6,0.5429999999999999,4.7,8.6,0.544,0.0,0.0,0.0,3.5,4.5,0.775,2.7,4.0,6.7,0.6,0.7,1.1,1.4,2.3,12.8,8.85,No,2012,17,Forward
Pat Connaughton,139.0,123.0,32.3,3.7,8.2,0.45,1.8,3.2,0.5489999999999999,1.9,5.0,0.386,1.2,1.5,0.777,1.0,4.9,5.9,1.8,0.7,0.5,1.0,1.7,10.5,6.88,No,2015,41,Guard
John Jenkins,98.0,74.0,30.6,5.3,11.2,0.46799999999999997,2.1,4.1,0.521,3.1,7.1,0.43799999999999994,3.3,3.8,0.856,0.4,2.3,2.7,1.1,0.7,0.3,1.3,1.2,16.9,7.59,No,2012,23,Guard
Josh Selby,26.0,11.0,20.4,2.8,7.4,0.373,1.5,3.8,0.384,1.3,3.6,0.36200000000000004,1.1,1.4,0.757,0.4,1.8,2.2,2.2,0.8,0.0,2.0,1.7,7.9,7.62,No,2011,49,Guard
Kyle Korver,128.0,94.0,27.7,4.4,9.3,0.47200000000000003,1.5,2.9,0.515,2.9,6.4,0.45299999999999996,2.4,2.7,0.8909999999999999,1.5,4.4,5.2,2.3,1.3,0.5,1.8,2.3,14.1,1.76,Yes,2003,51,Guard
Pascal Siakam,68.0,61.0,32.7,6.5,11.8,0.551,6.4,11.5,0.5589999999999999,0.0,0.3,0.17600000000000002,3.5,5.0,0.711,3.6,6.1,9.7,1.5,0.9,2.0,1.9,2.6,16.6,-3.6,No,2016,27,Forward
Cleanthony Early,75.0,58.0,26.2,4.9,10.5,0.47,3.4,6.2,0.555,1.5,4.3,0.348,3.7,4.6,0.8190000000000001,1.8,3.8,5.7,0.7,0.8,0.8,1.7,2.4,15.1,3.91,No,2014,34,Forward
Thomas Welsh,132.0,94.0,25.0,4.0,7.5,0.537,3.7,6.6,0.5539999999999999,0.3,0.9,0.40700000000000003,1.0,1.3,0.7979999999999999,2.4,5.5,7.8,0.8,0.4,1.1,0.7,2.5,9.5,7.8,No,2018,58,Center
Gerald Wallace,36.0,2.0,22.9,3.5,8.0,0.43799999999999994,3.2,6.3,0.511,0.3,1.8,0.175,2.4,4.3,0.568,2.3,3.7,6.0,1.5,1.2,1.0,2.4,2.4,9.8,6.27,Yes,2001,25,Forward
Daniel Ewing,138.0,79.0,27.7,3.9,9.0,0.43200000000000005,2.3,5.0,0.46399999999999997,1.6,4.0,0.392,2.2,2.9,0.746,0.8,1.9,2.8,2.1,1.4,0.2,1.9,2.6,11.6,9.61,No,2005,32,Guard
Al Thornton,124.0,69.0,22.0,4.4,8.3,0.528,3.9,7.2,0.5429999999999999,0.5,1.2,0.43799999999999994,3.0,4.2,0.701,2.1,3.1,5.2,0.7,0.8,0.6,1.7,2.3,12.3,7.69,No,2007,14,Forward
Tyus Jones,39.0,39.0,33.9,3.5,8.3,0.41700000000000004,2.3,5.1,0.44,1.2,3.2,0.379,3.7,4.2,0.889,0.5,3.0,3.5,5.6,1.5,0.1,1.9,1.2,11.8,9.87,No,2015,24,Guard
Chris Paul,63.0,62.0,33.5,4.4,9.3,0.47200000000000003,3.0,6.4,0.473,1.4,2.9,0.47,4.9,5.8,0.838,0.7,3.2,3.9,6.3,2.5,0.2,2.7,2.6,15.0,10.65,Yes,2005,4,Guard
Danny Green,145.0,39.0,19.9,3.4,7.4,0.455,2.1,4.1,0.522,1.3,3.4,0.375,1.4,1.6,0.845,1.4,2.7,4.1,1.8,1.1,1.1,1.4,1.9,9.4,8.39,No,2009,46,Guard
Mike Taylor,31.0,30.0,35.0,5.3,14.2,0.376,2.8,7.3,0.391,2.5,6.9,0.36,2.8,4.2,0.682,0.7,3.4,4.1,4.5,1.1,0.1,5.4,2.9,16.0,5.19,No,2008,55,Guard
Tyler Hansbrough,142.0,141.0,30.9,6.6,12.3,0.536,6.5,12.1,0.541,0.1,0.3,0.316,6.9,8.7,0.7909999999999999,3.4,5.2,8.6,1.1,1.3,0.5,2.1,2.5,20.2,8.39,No,2009,13,Forward
Caris LeVert,103.0,70.0,26.4,3.6,8.2,0.434,2.3,4.9,0.456,1.3,3.2,0.401,2.0,2.6,0.77,0.4,3.2,3.5,2.7,0.9,0.2,1.3,1.5,10.4,9.3,No,2016,20,Guard
